Membership_Nbr,Visit_Nbr,Item_Nbr,transaction_Date,Primary_Desc,
659060198,237295923,2841537,1/2/2000,FABULOSO CLEANER    ,
755086469,237296046,3642260,1/2/2000,SMILES MEDIUM UNISEX,
7839881,236898785,2841537,1/2/2000,FABULOSO CLEANER    ,
706440113,236702993,3428691,1/2/2000,BREADED HOT WINGS   ,
277787008,236936789,2776535,1/2/2000,PORK & BEANS        ,
741599553,236708392,3642260,1/2/2000,SMILES MEDIUM UNISEX,
748269885,236898647,489614,1/2/2000,BOTTLED WATER-SINGLE,
269405140,237295696,140942,1/2/2000,DOUBLEMINT VEND PKG ,
748277201,236692961,2841537,1/2/2000,FABULOSO CLEANER    ,
714270826,237278024,467909,1/2/2000,POTATO BREAD        ,
750963838,236692802,3642260,1/2/2000,SMILES MEDIUM UNISEX,
751080386,236926441,3642260,1/2/2000,SMILES MEDIUM UNISEX,
709993795,236716366,489614,1/2/2000,BOTTLED WATER-SINGLE,
4827020,236932701,489614,1/2/2000,BOTTLED WATER-SINGLE,
595598426,236926813,2661909,1/2/2000,OKE DOKE POPCORN    ,
632536878,236920068,3474391,1/2/2000,4X6 POST-IT NOTES   ,
269405140,237295696,2841537,1/2/2000,FABULOSO CLEANER    ,
399175670,236715064,489614,1/2/2000,BOTTLED WATER-SINGLE,
399175670,236715274,489614,1/2/2000,BOTTLED WATER-SINGLE,
709993795,236936475,489614,1/2/2000,BOTTLED WATER-SINGLE,
687443515,236717030,489614,1/2/2000,BOTTLED WATER-SINGLE,
760621528,236898768,2841537,1/2/2000,FABULOSO CLEANER    ,
709993795,236936888,489614,1/2/2000,BOTTLED WATER-SINGLE,
230994215,237289241,3642260,1/2/2000,SMILES MEDIUM UNISEX,
268430848,236920429,3428691,1/2/2000,BREADED HOT WINGS   ,
659271440,236926393,2841537,1/2/2000,FABULOSO CLEANER    ,
757225546,237280498,3639781,1/2/2000,SUZANNE SOMERS      ,
254202100,237491934,3474391,1/2/2000,4X6 POST-IT NOTES   ,
344276211,236926668,2661909,1/2/2000,OKE DOKE POPCORN    ,
714338780,236893097,3474391,1/2/2000,4X6 POST-IT NOTES   ,
268121417,237292718,3642260,1/2/2000,SMILES MEDIUM UNISEX,
678973331,237289298,3642260,1/2/2000,SMILES MEDIUM UNISEX,
632238467,237289998,3474391,1/2/2000,4X6 POST-IT NOTES   ,
707622156,236710006,3642260,1/2/2000,SMILES MEDIUM UNISEX,
632061340,236701982,3428691,1/2/2000,BREADED HOT WINGS   ,
654196075,236919607,489614,1/2/2000,BOTTLED WATER-SINGLE,
552710308,236693229,140942,1/2/2000,DOUBLEMINT VEND PKG ,
753789614,236693091,2841537,1/2/2000,FABULOSO CLEANER    ,
705282482,236706225,489614,1/2/2000,BOTTLED WATER-SINGLE,
630646944,236937244,3642260,1/2/2000,SMILES MEDIUM UNISEX,
388240972,236919951,3642260,1/2/2000,SMILES MEDIUM UNISEX,
752850664,236919339,3474391,1/2/2000,4X6 POST-IT NOTES   ,
559755087,236690395,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
511595145,237490612,3653468,1/2/2000,QUICKBOOKS 2000     ,
261889540,236704708,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
251017072,237294112,2964702,1/2/2000,PHILLY STEAK        ,
179261021,237301050,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
274456923,236913503,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
765440978,236705707,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
687506414,236716882,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
588807085,236704931,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
474822520,236705763,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
764215847,236897964,3653468,1/2/2000,QUICKBOOKS 2000     ,
352290352,236932713,2964702,1/2/2000,PHILLY STEAK        ,
274399146,236913992,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
22451812,237301296,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
23985231,236920427,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
713813934,236934713,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
654195307,237292613,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
632201782,237490432,3653468,1/2/2000,QUICKBOOKS 2000     ,
180891164,237300008,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
460820935,236702272,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
748638566,237491475,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
684189527,236932791,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
347836191,237293527,2964702,1/2/2000,PHILLY STEAK        ,
631638610,237294341,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
454746764,236923214,2964702,1/2/2000,PHILLY STEAK        ,
24071187,237293972,2964702,1/2/2000,PHILLY STEAK        ,
343212117,236923251,2964702,1/2/2000,PHILLY STEAK        ,
347690299,236707268,2964702,1/2/2000,PHILLY STEAK        ,
276809930,237294042,3132208,1/2/2000,BUTRCREME CAKE      ,
141050436,237300839,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
687502857,236937204,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
343241917,236923164,2964702,1/2/2000,PHILLY STEAK        ,
165468332,236936325,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
766399389,236922061,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
508284097,237292566,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
454828551,237294000,128682,1/2/2000,APPLESAUCE          ,
709917242,236716570,2964702,1/2/2000,PHILLY STEAK        ,
395057195,236706443,3132208,1/2/2000,BUTRCREME CAKE      ,
282005384,237292139,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
643223295,237491569,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
521517785,236919871,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
581098021,236708469,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
739022367,236705872,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
347876526,236921776,2964702,1/2/2000,PHILLY STEAK        ,
395980321,237296482,2964702,1/2/2000,PHILLY STEAK        ,
352171453,237298725,2964702,1/2/2000,PHILLY STEAK        ,
521561458,237289167,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
343144086,236708308,3132208,1/2/2000,BUTRCREME CAKE      ,
347650344,237293433,2964702,1/2/2000,PHILLY STEAK        ,
13293975,236923209,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
705138089,236920951,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
343328887,237299950,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
705181115,236920398,2874940,1/2/2000,READING GLASSES     ,
346100838,236927280,2964702,1/2/2000,PHILLY STEAK        ,
23627510,236919402,2874940,1/2/2000,READING GLASSES     ,
364450016,236707415,2964702,1/2/2000,PHILLY STEAK        ,
755124279,236898358,3653468,1/2/2000,QUICKBOOKS 2000     ,
584194610,236918038,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
276666642,237491046,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
765438974,236919352,3132208,1/2/2000,BUTRCREME CAKE      ,
760618773,236693233,3132208,1/2/2000,BUTRCREME CAKE      ,
399162255,236934693,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
632625426,237292883,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
764111046,236693183,3132208,1/2/2000,BUTRCREME CAKE      ,
755479681,236692858,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
684165115,236932349,2964702,1/2/2000,PHILLY STEAK        ,
632034188,237292441,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
768815567,237292521,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
630625618,236937219,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
347836496,237293490,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
397084889,237299780,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
376914811,237299738,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
678916976,236913864,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
714070028,236892587,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
399304667,236715053,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
254733953,237299974,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
276805763,237294222,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
348307028,237294665,128682,1/2/2000,APPLESAUCE          ,
679007337,237289084,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
271699698,237294326,3132208,1/2/2000,BUTRCREME CAKE      ,
763209091,236709900,3562802,1/2/2000,STYLUS ZM 115QD 35MM,
749853627,237280848,3132208,1/2/2000,BUTRCREME CAKE      ,
395057195,236706449,3132208,1/2/2000,BUTRCREME CAKE      ,
20463263,236714992,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
161901645,236921994,2964702,1/2/2000,PHILLY STEAK        ,
24060125,236921898,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
279271714,236707885,3653468,1/2/2000,QUICKBOOKS 2000     ,
265586776,236707530,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
24094378,237296502,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
347814264,236922026,2964702,1/2/2000,PHILLY STEAK        ,
630624331,236937217,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
714287954,236892916,3132208,1/2/2000,BUTRCREME CAKE      ,
631712481,236923456,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
147179948,236715485,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
679030165,236702218,3132208,1/2/2000,BUTRCREME CAKE      ,
24077606,237293747,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
5264996,237293745,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
347829037,236707448,2964702,1/2/2000,PHILLY STEAK        ,
22036853,237288901,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
760622657,236693393,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
282250863,236936050,2874940,1/2/2000,READING GLASSES     ,
633050772,236713943,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
588823849,236704862,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
714285039,236893123,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
377513612,237292509,2874940,1/2/2000,READING GLASSES     ,
352179438,236932359,3653468,1/2/2000,QUICKBOOKS 2000     ,
399169293,237299941,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
23976131,236707339,2964702,1/2/2000,PHILLY STEAK        ,
591069441,237298579,2964702,1/2/2000,PHILLY STEAK        ,
751256970,237300538,2964702,1/2/2000,PHILLY STEAK        ,
21452760,236898149,3653468,1/2/2000,QUICKBOOKS 2000     ,
434730150,236708712,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
348395368,236923458,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
265586776,236707530,2964702,1/2/2000,PHILLY STEAK        ,
342986339,237294098,2964702,1/2/2000,PHILLY STEAK        ,
6314158,237301379,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
69328160,237298522,3653468,1/2/2000,QUICKBOOKS 2000     ,
279188436,236922411,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
183203053,236927266,2964702,1/2/2000,PHILLY STEAK        ,
420262035,236717038,3653468,1/2/2000,QUICKBOOKS 2000     ,
706523636,236914893,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
659262985,236709788,3132208,1/2/2000,BUTRCREME CAKE      ,
631783999,237291559,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
18937252,237280589,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
763998550,236716458,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
555329737,237300079,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
8337652,236927317,2964702,1/2/2000,PHILLY STEAK        ,
399169499,236715402,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
714008707,236690632,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
274312448,236919552,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
279343899,236707713,3653468,1/2/2000,QUICKBOOKS 2000     ,
23982963,236710097,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
78183439,237491964,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
632135457,236913254,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
335580147,236922063,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
22617662,236918028,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
584192671,236704547,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
727721476,236923371,2964702,1/2/2000,PHILLY STEAK        ,
706507815,236915080,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
727785338,237293917,3132208,1/2/2000,BUTRCREME CAKE      ,
472936834,236892951,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
289538623,236924279,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
763209091,236710065,3562802,1/2/2000,STYLUS ZM 115QD 35MM,
483873528,236937533,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
274442435,236702078,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
364318828,236715139,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
559546272,236920088,2874940,1/2/2000,READING GLASSES     ,
397054330,236715383,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
265731663,237293310,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
397019294,236934409,3132208,1/2/2000,BUTRCREME CAKE      ,
289664368,236708472,3653468,1/2/2000,QUICKBOOKS 2000     ,
22170504,236935925,3653468,1/2/2000,QUICKBOOKS 2000     ,
508284097,237292560,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
663780767,236923015,128682,1/2/2000,APPLESAUCE          ,
421399099,237296460,2964702,1/2/2000,PHILLY STEAK        ,
181782635,236913634,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
631477958,236924274,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
632096180,236701932,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
270977634,236924159,3653468,1/2/2000,QUICKBOOKS 2000     ,
61371962,236936975,2964702,1/2/2000,PHILLY STEAK        ,
384725004,236921889,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
483864610,236937216,3653468,1/2/2000,QUICKBOOKS 2000     ,
270426401,236935044,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
274705759,237490896,3653468,1/2/2000,QUICKBOOKS 2000     ,
399462446,236935047,148500,1/2/2000,CHUNKY BEEF LOVERS  ,
347601654,237293424,2964702,1/2/2000,PHILLY STEAK        ,
265748136,236707201,2524465,1/2/2000,P225/60R16T XP2000II,
474891662,236707660,3034405,1/2/2000,OREO COOKIES        ,
765835980,236920305,3518769,1/2/2000,LIMP BIZKIT         ,
766395082,237491062,3034405,1/2/2000,OREO COOKIES        ,
397016116,236715506,128682,1/2/2000,APPLESAUCE          ,
295557789,236918076,128682,1/2/2000,APPLESAUCE          ,
222715149,237299800,141313,1/2/2000,DIET RITE COLA      ,
714355495,236892569,128682,1/2/2000,APPLESAUCE          ,
380382863,236937770,3034405,1/2/2000,OREO COOKIES        ,
464837584,236937389,3553922,1/2/2000,SAM-E               ,
376849766,236935032,128682,1/2/2000,APPLESAUCE          ,
4827028,236708614,3034405,1/2/2000,OREO COOKIES        ,
632872803,237491220,3034405,1/2/2000,OREO COOKIES        ,
102257585,236937710,3034405,1/2/2000,OREO COOKIES        ,
324253848,236919732,3034405,1/2/2000,OREO COOKIES        ,
399198201,236715246,128682,1/2/2000,APPLESAUCE          ,
99166425,236932641,3034405,1/2/2000,OREO COOKIES        ,
274154874,236922555,3034405,1/2/2000,OREO COOKIES        ,
628633365,236923028,3034405,1/2/2000,OREO COOKIES        ,
212096467,236936391,3536323,1/2/2000,"TOSHIBA 32"" TV W/PIP",
760099204,236926529,3034405,1/2/2000,OREO COOKIES        ,
714307447,237277910,3518769,1/2/2000,LIMP BIZKIT         ,
584178588,236704694,3034405,1/2/2000,OREO COOKIES        ,
713830877,237299871,128682,1/2/2000,APPLESAUCE          ,
212160281,236716654,3034405,1/2/2000,OREO COOKIES        ,
707577260,237491377,3034405,1/2/2000,OREO COOKIES        ,
327576642,236934268,3553922,1/2/2000,SAM-E               ,
377992119,236706002,3034405,1/2/2000,OREO COOKIES        ,
583705294,236708596,3034405,1/2/2000,OREO COOKIES        ,
714269234,236690095,3553922,1/2/2000,SAM-E               ,
275452207,236704596,128682,1/2/2000,APPLESAUCE          ,
399175943,236934364,128682,1/2/2000,APPLESAUCE          ,
632744067,236922177,3510660,1/2/2000,AIRPLANE PILOT      ,
768806782,237289320,3034405,1/2/2000,OREO COOKIES        ,
632541722,236919297,3034405,1/2/2000,OREO COOKIES        ,
388240972,236919957,3034405,1/2/2000,OREO COOKIES        ,
751068308,237295986,3034405,1/2/2000,OREO COOKIES        ,
376907897,236934561,141313,1/2/2000,DIET RITE COLA      ,
580453943,236926177,141313,1/2/2000,DIET RITE COLA      ,
714008707,236690632,3034405,1/2/2000,OREO COOKIES        ,
8694912,236919791,3034405,1/2/2000,OREO COOKIES        ,
463376775,236892614,128682,1/2/2000,APPLESAUCE          ,
760728140,237292031,3034405,1/2/2000,OREO COOKIES        ,
706509704,237290238,3034405,1/2/2000,OREO COOKIES        ,
768014683,236897874,3034405,1/2/2000,OREO COOKIES        ,
23976948,236709880,3034405,1/2/2000,OREO COOKIES        ,
295674692,237291638,128682,1/2/2000,APPLESAUCE          ,
265835769,237293453,3034405,1/2/2000,OREO COOKIES        ,
628720197,237293683,128682,1/2/2000,APPLESAUCE          ,
24068672,237293653,3034405,1/2/2000,OREO COOKIES        ,
395109748,237292895,128682,1/2/2000,APPLESAUCE          ,
399381556,236934706,3034405,1/2/2000,OREO COOKIES        ,
352714121,236934455,3034405,1/2/2000,OREO COOKIES        ,
706321373,237280674,3034405,1/2/2000,OREO COOKIES        ,
580592221,236709984,3034405,1/2/2000,OREO COOKIES        ,
336799152,236707528,3034405,1/2/2000,OREO COOKIES        ,
521509352,237289161,3034405,1/2/2000,OREO COOKIES        ,
579833774,236919293,3034405,1/2/2000,OREO COOKIES        ,
270710836,237291599,3034405,1/2/2000,OREO COOKIES        ,
588785742,236704594,3034405,1/2/2000,OREO COOKIES        ,
279188436,236922411,128682,1/2/2000,APPLESAUCE          ,
265586776,236707530,3034405,1/2/2000,OREO COOKIES        ,
8946735,236932323,3034405,1/2/2000,OREO COOKIES        ,
63910966,237298904,3034405,1/2/2000,OREO COOKIES        ,
659105417,237295851,3034405,1/2/2000,OREO COOKIES        ,
14602546,236899028,128682,1/2/2000,APPLESAUCE          ,
24077606,237293747,128682,1/2/2000,APPLESAUCE          ,
577945827,236707758,3157055,1/2/2000,FRESH BREAKFAST     ,
270723310,237294468,128682,1/2/2000,APPLESAUCE          ,
376846251,236715517,3553922,1/2/2000,SAM-E               ,
575493572,236706153,128682,1/2/2000,APPLESAUCE          ,
376849766,236935032,141313,1/2/2000,DIET RITE COLA      ,
768184549,237280787,3034405,1/2/2000,OREO COOKIES        ,
714279397,236893164,3553922,1/2/2000,SAM-E               ,
483941120,236717031,3553922,1/2/2000,SAM-E               ,
279327869,236923035,3034405,1/2/2000,OREO COOKIES        ,
279243183,236707872,3180722,1/2/2000,DRYER,
615045548,237300950,3034405,1/2/2000,OREO COOKIES        ,
371605044,236914946,3238733,1/2/2000,4HEAD HIFI/4HEAD VCR,
748808882,237280761,3034405,1/2/2000,OREO COOKIES        ,
588774769,236918248,128682,1/2/2000,APPLESAUCE          ,
454305191,236709768,3034405,1/2/2000,OREO COOKIES        ,
548395449,236892805,128682,1/2/2000,APPLESAUCE          ,
714203208,236690148,128682,1/2/2000,APPLESAUCE          ,
212144482,237299720,141313,1/2/2000,DIET RITE COLA      ,
714269325,237278019,3553922,1/2/2000,SAM-E               ,
713842277,236934127,141313,1/2/2000,DIET RITE COLA      ,
277112927,236924341,3034405,1/2/2000,OREO COOKIES        ,
245568027,236708266,128682,1/2/2000,APPLESAUCE          ,
394092962,236920417,3536323,1/2/2000,"TOSHIBA 32"" TV W/PIP",
368761169,236922691,128682,1/2/2000,APPLESAUCE          ,
578534571,237296427,3034405,1/2/2000,OREO COOKIES        ,
348309653,236708542,128682,1/2/2000,APPLESAUCE          ,
755468898,236692999,3034405,1/2/2000,OREO COOKIES        ,
757235454,237280621,3518769,1/2/2000,LIMP BIZKIT         ,
687538373,236937030,3034405,1/2/2000,OREO COOKIES        ,
632724550,237491056,3034405,1/2/2000,OREO COOKIES        ,
751081790,237295637,3034405,1/2/2000,OREO COOKIES        ,
202455153,236715498,3034405,1/2/2000,OREO COOKIES        ,
222866281,236715199,3034405,1/2/2000,OREO COOKIES        ,
254683554,236934474,141313,1/2/2000,DIET RITE COLA      ,
632906140,236924157,128682,1/2/2000,APPLESAUCE          ,
629941024,236937740,3034405,1/2/2000,OREO COOKIES        ,
395039722,236920790,3034405,1/2/2000,OREO COOKIES        ,
322421384,237298868,3034405,1/2/2000,OREO COOKIES        ,
365722339,237300685,3034405,1/2/2000,OREO COOKIES        ,
276639408,236921801,3034405,1/2/2000,OREO COOKIES        ,
344318874,237295883,3034405,1/2/2000,OREO COOKIES        ,
15177745,237295792,3034405,1/2/2000,OREO COOKIES        ,
559827448,236690652,3034405,1/2/2000,OREO COOKIES        ,
20257873,236708515,128682,1/2/2000,APPLESAUCE          ,
703109169,237299910,3034405,1/2/2000,OREO COOKIES        ,
442610032,237491316,3034405,1/2/2000,OREO COOKIES        ,
268259365,236920929,3011110,1/2/2000,MEDIUM NAVY BLUE    ,
764116402,236898832,3034405,1/2/2000,OREO COOKIES        ,
737924267,237293800,128682,1/2/2000,APPLESAUCE          ,
361314597,237290093,3553922,1/2/2000,SAM-E               ,
142744310,237299887,3553922,1/2/2000,SAM-E               ,
584234200,237291746,3553922,1/2/2000,SAM-E               ,
709892690,236936186,3034405,1/2/2000,OREO COOKIES        ,
376875646,236715412,3518769,1/2/2000,LIMP BIZKIT         ,
279261483,236922519,3034405,1/2/2000,OREO COOKIES        ,
232230510,237300521,3553922,1/2/2000,SAM-E               ,
344451953,237491311,141313,1/2/2000,DIET RITE COLA      ,
279261218,236707614,3157055,1/2/2000,FRESH BREAKFAST     ,
8483388,237292798,128682,1/2/2000,APPLESAUCE          ,
738023384,236922286,128682,1/2/2000,APPLESAUCE          ,
348294522,236924242,3034405,1/2/2000,OREO COOKIES        ,
756417484,237491288,3034405,1/2/2000,OREO COOKIES        ,
477992870,236893057,3034405,1/2/2000,OREO COOKIES        ,
714306954,236690298,3518769,1/2/2000,LIMP BIZKIT         ,
766401986,237491045,3034405,1/2/2000,OREO COOKIES        ,
638042235,237293916,3553922,1/2/2000,SAM-E               ,
510091923,236706253,128682,1/2/2000,APPLESAUCE          ,
103853670,237301114,3157055,1/2/2000,FRESH BREAKFAST     ,
408212960,237289996,3034405,1/2/2000,OREO COOKIES        ,
738099110,236922911,128682,1/2/2000,APPLESAUCE          ,
377576228,236919902,3034405,1/2/2000,OREO COOKIES        ,
758519114,236692849,3034405,1/2/2000,OREO COOKIES        ,
628619730,236923022,3034405,1/2/2000,OREO COOKIES        ,
521535900,236913691,3034405,1/2/2000,OREO COOKIES        ,
454703707,236923326,128682,1/2/2000,APPLESAUCE          ,
659159156,237295606,141313,1/2/2000,DIET RITE COLA      ,
632563964,236919606,3034405,1/2/2000,OREO COOKIES        ,
678896408,237292240,3034405,1/2/2000,OREO COOKIES        ,
468069291,236915033,3034405,1/2/2000,OREO COOKIES        ,
760607039,237280836,3034405,1/2/2000,OREO COOKIES        ,
305827140,236918120,3034405,1/2/2000,OREO COOKIES        ,
376995264,236934593,3536323,1/2/2000,"TOSHIBA 32"" TV W/PIP",
705286698,236920751,3034405,1/2/2000,OREO COOKIES        ,
335624402,237288846,3034405,1/2/2000,OREO COOKIES        ,
268123346,236706572,3034405,1/2/2000,OREO COOKIES        ,
632539981,236705958,3034405,1/2/2000,OREO COOKIES        ,
98854772,236932684,3034405,1/2/2000,OREO COOKIES        ,
574048850,236892698,128682,1/2/2000,APPLESAUCE          ,
460708833,236702194,3034405,1/2/2000,OREO COOKIES        ,
212236576,236936469,3157055,1/2/2000,FRESH BREAKFAST     ,
714306954,236690253,3536323,1/2/2000,"TOSHIBA 32"" TV W/PIP",
344162725,237295762,3034405,1/2/2000,OREO COOKIES        ,
270782436,236918238,128682,1/2/2000,APPLESAUCE          ,
399495804,236934123,128682,1/2/2000,APPLESAUCE          ,
580501240,236926503,3034405,1/2/2000,OREO COOKIES        ,
400415894,236715464,3034405,1/2/2000,OREO COOKIES        ,
368671105,237293787,3034405,1/2/2000,OREO COOKIES        ,
658997936,237491343,3034405,1/2/2000,OREO COOKIES        ,
678983934,237288948,3034405,1/2/2000,OREO COOKIES        ,
588784422,236704843,128682,1/2/2000,APPLESAUCE          ,
714031186,236893084,3034405,1/2/2000,OREO COOKIES        ,
756455266,236705845,3034405,1/2/2000,OREO COOKIES        ,
707101245,237291754,128682,1/2/2000,APPLESAUCE          ,
11309404,236924126,3034405,1/2/2000,OREO COOKIES        ,
744075708,236692576,3034405,1/2/2000,OREO COOKIES        ,
140929674,236716373,3034405,1/2/2000,OREO COOKIES        ,
8528483,236702470,3034405,1/2/2000,OREO COOKIES        ,
474895944,236707737,128682,1/2/2000,APPLESAUCE          ,
508298916,236919245,3034405,1/2/2000,OREO COOKIES        ,
392044856,237301110,3034405,1/2/2000,OREO COOKIES        ,
6083860,237292299,3034405,1/2/2000,OREO COOKIES        ,
23985429,236924099,3655607,1/2/2000,EYE OF THE BEHOLDER ,
543588406,236897857,134597,1/2/2000,SUNRISE BAGELS      ,
394096410,236920585,3610293,1/2/2000,RICHARD PAUL EVANS  ,
183203053,236927266,134597,1/2/2000,SUNRISE BAGELS      ,
315731812,237289133,3610293,1/2/2000,RICHARD PAUL EVANS  ,
352183101,237491605,3655607,1/2/2000,EYE OF THE BEHOLDER ,
212525889,236936384,2973995,1/2/2000,BREADED OYSTERS     ,
630738213,236717029,134597,1/2/2000,SUNRISE BAGELS      ,
628725164,236922238,3151136,1/2/2000,SPLIT TOP BREAD     ,
632116269,237289127,3582714,1/2/2000,SLEEVELESS RIB TANK ,
405096116,236716813,134597,1/2/2000,SUNRISE BAGELS      ,
678974024,237289122,3126992,1/2/2000,ST. JOHN'S X-TRA    ,
632632181,236920360,3655607,1/2/2000,EYE OF THE BEHOLDER ,
175468989,236692477,134597,1/2/2000,SUNRISE BAGELS      ,
287490552,237296495,3582714,1/2/2000,SLEEVELESS RIB TANK ,
635437552,236705944,3582714,1/2/2000,SLEEVELESS RIB TANK ,
738231117,237298897,3582714,1/2/2000,SLEEVELESS RIB TANK ,
714279423,236892898,3151136,1/2/2000,SPLIT TOP BREAD     ,
519747546,236893126,3151136,1/2/2000,SPLIT TOP BREAD     ,
630617260,236937430,134597,1/2/2000,SUNRISE BAGELS      ,
235706250,237296349,134597,1/2/2000,SUNRISE BAGELS      ,
380269326,236937744,134597,1/2/2000,SUNRISE BAGELS      ,
139338056,237298970,160807,1/2/2000,CAMEL LTS BX KING   ,
14449162,236899134,134597,1/2/2000,SUNRISE BAGELS      ,
758508628,236899041,134597,1/2/2000,SUNRISE BAGELS      ,
738061433,236922759,3151136,1/2/2000,SPLIT TOP BREAD     ,
605992032,236898351,134597,1/2/2000,SUNRISE BAGELS      ,
748268241,236899150,134597,1/2/2000,SUNRISE BAGELS      ,
279201515,236922201,3151136,1/2/2000,SPLIT TOP BREAD     ,
748480770,236693263,134597,1/2/2000,SUNRISE BAGELS      ,
764119479,236693169,134597,1/2/2000,SUNRISE BAGELS      ,
393439594,236927059,134597,1/2/2000,SUNRISE BAGELS      ,
